Unnamed: 0,Efficacy,Coverage,Median Infected Passengers,Median Infected Crew,Percentage Averted,Total infections averted
92,0.0204081632653061,0.8571428571428571,941.8495981307668,419.12109347511125,0.056958384682652685,82.20071196775052
93,0.0204081632653061,0.8775510204081632,940.576419981616,418.46114114412853,0.05829788633529531,84.13384244788404
94,0.0204081632653061,0.8979591836734693,939.3040189060732,417.8015396565153,0.059636606433526085,86.06584501103998
95,0.0204081632653061,0.9183673469387754,938.0324054299924,417.1423146501504,0.06097451991882974,87.99668349348576
96,0.0204081632653061,0.9387755102040816,936.7615832661994,416.4834626859745,0.06231162660150846,89.92635762145483
97,0.0204081632653061,0.9591836734693876,935.4915220434972,415.82497836311455,0.06364795126868694,91.8549031670168
98,0.0204081632653061,0.979591836734694,934.2222931793794,415.1668705221296,0.06498343830808517,93.78223987211959
99,0.0204081632653061,1.0,932.9765080688306,414.51350663462586,0.0662993935670031,95.68138887017221
100,0.0408163265306122,0.0,996.0172956572094,447.1541079164193,0.0,0.0
101,0.0408163265306122,0.0204081632653061,993.4036973738162,445.8038250698293,0.0027466461157472644,3.963881129983065
102,0.0408163265306122,0.0408163265306122,990.7930389766282,444.4547763525393,0.005490399979406813,7.923588244461143
103,0.0408163265306122,0.0612244897959183,988.185389888276,443.10700783068086,0.00823118156669167,11.879005854671732
104,0.0408163265306122,0.0816326530612244,985.5806898954896,441.760499729543,0.010969046302744534,15.830213948595883
105,0.0408163265306122,0.1020408163265306,982.9790218385116,440.4152926954385,0.01370390862146087,19.777089039678458
106,0.0408163265306122,0.1224489795918367,980.3803319320808,439.0713921107835,0.016435802062061966,23.719679530764324
